profile_id,hits_identified
PRS1335488,4
PRS1335490,7
PRS1335535,6
PRS1335536,7
PRS1335541,42
PRS1335548,47
PRS1335551,9
PRS1335552,2
PRS1335553,43
PRS1335554,2
PRS1335557,1
PRS1335566,6
PRS1335569,10
PRS1335581,3
PRS1335582,10
PRS1335593,29
PRS1335602,6
PRS1335613,46
PRS1335630,409
PRS1335639,56
PRS1335647,10
PRS1335652,0
PRS1335654,3
PRS1335655,18
PRS1335656,9
PRS1335657,0
PRS1335659,17
PRS1335660,7
PRS1335674,29
PRS1335675,9
PRS1335685,29
PRS1335688,13
PRS1335692,13
PRS1335707,87
PRS1335710,167
PRS1335716,2
PRS1335719,39
PRS1335721,15
PRS1335723,1
PRS1335724,4
PRS1335725,11
PRS1335726,97
PRS1335728,21
PRS1335731,158
PRS1335734,6
PRS1335736,11
PRS1335738,31
PRS1335739,48
PRS1335745,110
PRS1335746,465
PRS1335747,2
PRS1335753,2
PRS1335754,23
PRS1335755,10
PRS1335773,0
PRS1335793,19
PRS1335801,130
PRS1335802,4
PRS1335804,2
PRS1335817,35
PRS1335819,12
PRS1335825,284
PRS1335826,24
PRS1335830,15
PRS1335836,55
PRS1335865,2
PRS1335866,46
PRS1335868,46
PRS1335869,104
PRS1335870,86
PRS1335871,13
PRS1335892,6
PRS1335893,14
PRS1335899,9
PRS1335900,1
PRS1335901,20
PRS1335902,361
PRS1335911,22
PRS1335931,203
PRS1335934,114
PRS1335938,2
PRS1336001,74
PRS1336002,9
PRS1336003,0
PRS1336005,105
PRS1336006,33
PRS1336023,87
PRS1336030,13
PRS1336037,48
PRS1336041,15
PRS1336051,57
PRS1336052,25
PRS1336069,3
PRS1336071,4
PRS1336072,88
PRS1336074,217
PRS1336075,54
PRS1336076,32
PRS1336077,7
PRS1336080,21
PRS1336081,48
PRS1336090,157
PRS1336093,4
PRS1336097,3
PRS1336100,4
PRS1336106,53
PRS1336112,74
PRS1336115,1
PRS1336120,27
PRS1336121,11
PRS1336124,2
PRS1336126,3
PRS1336127,5
PRS1336129,95
PRS1336143,220
PRS1336145,46
PRS1336170,4
PRS1336172,57
PRS1336174,50
PRS1336178,77
PRS1336179,99
PRS1336194,25
PRS1336196,2
PRS1336199,2
PRS1336200,0
PRS1336203,10000
PRS1336204,189
PRS1336207,5
PRS1336208,720
PRS1336214,6
PRS1336216,18
PRS1336222,68
PRS1336225,8
PRS1336241,16
PRS1336250,84
PRS1336307,2
PRS1336348,11
PRS1336350,0
PRS1336351,11
PRS1336365,1
PRS1336368,5
PRS1336432,307
PRS1336439,0
PRS1336543,1
PRS1336544,958
PRS1336545,90
PRS1336548,39
PRS1336549,0
PRS1336560,32
PRS1336563,0
PRS1336584,10
PRS1336619,46
PRS1336783,9
PRS1336807,48
PRS1336825,0
PRS1336878,97
PRS1336880,3
PRS1336881,6
PRS1337025,23
PRS1337040,10
PRS1337232,3
PRS1337383,26
PRS1337452,711
PRS1337485,97
PRS1337499,6
PRS1337536,30
PRS1337574,68
PRS1337642,112
PRS1337718,28
PRS1337841,51
PRS1337844,796
PRS1337845,15
PRS1337846,0
PRS1337863,0
PRS1337864,148
PRS1337868,59
PRS1337936,0
PRS1337939,60
PRS1337940,96
PRS1338083,5
PRS1338117,27
PRS1338255,1
PRS1338640,98
PRS1338653,7
PRS1338679,366
PRS1338687,10
PRS1338694,14
PRS1338791,49
PRS1338934,2014
PRS1338959,88
PRS1339340,2
PRS1339445,65
PRS1339464,7
PRS1339465,17
PRS1339476,1
PRS1339479,13
PRS1339480,40
PRS1339789,13
PRS1339932,49
PRS1340002,23
PRS1340007,7
PRS1340060,61
PRS1340063,35
PRS1340067,4
PRS1340068,111
PRS1340069,11
PRS1340070,69
PRS1340071,16
PRS1340073,3
PRS1340075,82
PRS1340098,2
PRS1340099,235
PRS1340150,223
PRS1340153,21
PRS1340156,1558
PRS1340202,21
PRS1340238,4
PRS1340279,63
PRS1340280,3
PRS1340281,2
PRS1340285,333
PRS1340353,63
PRS1340431,26
PRS1340472,20
PRS1340503,283
PRS1340504,0
PRS1340543,155
PRS1340572,18
PRS1340573,83
PRS1340575,35
PRS1340619,30
PRS1340717,136
PRS1340719,210
PRS1340849,49
PRS1340880,21
PRS1340881,46
PRS1340885,47
PRS1340887,6
PRS1340889,16
PRS1340890,6
PRS1340891,6
PRS1340893,65
PRS1340901,1049
PRS1340904,4
PRS1340905,22
PRS1340910,73
PRS1340969,115
PRS1340974,7
PRS1340976,22
PRS1340978,0
PRS1340979,11
PRS1340991,18
PRS1340992,8
PRS1340993,27
PRS1340994,9
PRS1341009,246
PRS1341015,8
PRS1341018,972
PRS1341034,126
PRS1341035,1
PRS1341036,3
PRS1341037,6
PRS1341038,40
PRS1341039,15
PRS1341040,220
PRS1341041,32
PRS1341042,40
PRS1341046,28
PRS1341047,86
PRS1341048,80
PRS1341049,10
PRS1341063,16
PRS1341138,1
PRS1341170,12
PRS1341173,4
PRS1341176,71
PRS1341177,32
PRS1341178,45
PRS1341199,17
PRS1341205,19
PRS1341236,11
PRS1341238,4733
PRS1341260,4
PRS1341281,5
PRS1341287,184
PRS1341289,10
PRS1341290,30
PRS1341291,19
PRS1341364,39
PRS1341381,0
PRS1341394,37
PRS1341474,2
PRS1341527,5
PRS1341544,46
PRS1341551,15
PRS1341557,0
PRS1341558,1211
PRS1341569,0
PRS1341578,22
PRS1341595,11
PRS1341596,11
PRS1341597,12
PRS1341605,33
PRS1341607,8
PRS1341608,20
PRS1341611,1
PRS1341612,22
PRS1341613,5
PRS1341616,0
PRS1341669,84
PRS1341680,784
PRS1341704,3
PRS1341711,17
PRS1341715,18
PRS1341720,13
PRS1341748,5
PRS1341750,84
PRS1341753,66
PRS1341779,6
PRS1341844,4
PRS1341849,1
PRS1341886,3
PRS1341897,25
PRS1341898,162
PRS1341955,21
PRS1342146,14
PRS1342148,4
PRS1342153,55
PRS1342168,1
PRS1342181,160
PRS1342182,135
PRS1342195,0
PRS1342202,3
PRS1342205,17
PRS1342207,9
PRS1342210,9
PRS1342225,22
PRS1342261,2
PRS1342262,4
PRS1342275,0
PRS1342280,9
PRS1342291,0
PRS1342292,14
PRS1342311,91
PRS1342320,0
PRS1342334,12
PRS1342341,64
PRS1342353,54
PRS1342493,0
PRS1342502,10
PRS1342672,11
PRS1342765,0
PRS1343003,124
PRS1343310,81
PRS1343335,30
PRS1343339,79
PRS1343341,3
PRS1343343,3
PRS1343344,180
PRS1343345,99
PRS1343353,35
PRS1343354,81
PRS1343461,30
PRS1343599,1
PRS1343600,197
PRS1343601,10
PRS1343602,19
PRS1343603,6
PRS1343610,69
PRS1343725,0
PRS1343729,17
PRS1343879,1
PRS1343881,26
PRS1343882,15
PRS1343885,7
PRS1343887,91
PRS1343904,8
PRS1343912,21
PRS1343939,3
PRS1343954,27
PRS1344014,13
PRS1344158,165
PRS1344313,69
PRS1344314,12
PRS1344330,4
PRS1344379,19
PRS1344388,50
PRS1344393,31
PRS1344473,62
PRS1344582,14
PRS1344589,14
PRS1344610,24
PRS1344647,29
PRS1344773,3
PRS1344786,16
PRS1344994,5
PRS1344999,46
PRS1345080,107
PRS1345131,18
PRS1345452,7
PRS1345650,84
PRS1345832,1
PRS1345877,15
PRS1345947,3
PRS1346442,3
PRS1347286,61
PRS1347411,67
PRS1347472,15
PRS1347673,3
PRS1347857,42
PRS1347897,82
PRS1347973,96
PRS1348077,36
PRS1348079,7
PRS1348084,16
PRS1348142,1133
PRS1348143,102
PRS1348169,838
PRS1348172,14
PRS1348174,31
PRS1348229,18
PRS1348240,10
PRS1348241,2
PRS1348273,3
PRS1348335,11
PRS1348338,6
PRS1348339,92
PRS1348343,61
PRS1348353,0
PRS1348425,5
PRS1348484,5
PRS1348485,0
PRS1348487,79
PRS1348493,12
PRS1348494,1023
PRS1348521,5
PRS1348529,160
PRS1348530,8
PRS1348575,14
PRS1348577,102
PRS1348578,6
PRS1348659,532
PRS1348678,2
PRS1348730,0
PRS1348857,19
PRS1348866,8
PRS1348882,2
PRS1348886,1
PRS1348889,24
PRS1348893,38
PRS1348895,6
PRS1348902,5
PRS1348939,80
PRS1348942,44
PRS1348948,0
PRS1348957,0
PRS1349009,1062
PRS1349039,25
PRS1349172,13
PRS1349173,3
PRS1349174,7
PRS1349175,0
PRS1349195,13
PRS1349196,2
PRS1349197,39
PRS1349605,54
PRS1349606,21
PRS1349617,2247
PRS1349618,87
PRS1349619,15
PRS1349630,11
PRS1349646,15
PRS1349647,3
PRS1349666,0
PRS1349689,21
PRS1349690,5
PRS1349730,17
PRS1349731,109
PRS1349732,0
PRS1349751,415
PRS1349753,84
PRS1349755,15
PRS1349756,83
PRS1349758,40
PRS1349791,102
PRS1349792,36
PRS1349816,7
PRS1349817,10
PRS1349826,41
PRS1350308,62
PRS1350328,2
PRS1350330,1
PRS1350347,136
PRS1350349,19
PRS1350409,4
PRS1350410,126
PRS1350412,267
PRS1350426,155
PRS1350588,74
PRS1350660,3
PRS1350661,24
PRS1350663,57
PRS1350664,37
PRS1350665,13
PRS1350711,10
PRS1350759,3
PRS1350763,4
PRS1350774,5839
PRS1350780,128
PRS1350781,463
PRS1350809,1926
PRS1350935,7
PRS1350937,4
PRS1350976,425
PRS1350977,38
PRS1350978,8
PRS1350979,1
PRS1350980,15
PRS1350981,16
PRS1350982,0
PRS1350983,10
PRS1350984,7
PRS1350985,0
PRS1350986,26
PRS1350988,5
PRS1351010,0
PRS1351012,98
PRS1351014,10
PRS1351016,48
PRS1351017,100
PRS1351026,101
PRS1351051,3
PRS1351069,0
PRS1351074,1219
PRS1351100,25
PRS1351111,10
PRS1351120,82
PRS1351121,58
PRS1351132,129
PRS1351147,428
PRS1351168,14
PRS1351169,18
PRS1351181,29
PRS1351211,12
PRS1351215,231
PRS1351219,1
PRS1351241,0
PRS1351247,30
PRS1351248,0
PRS1351252,6
PRS1351265,20
PRS1351276,21
PRS1351278,6
PRS1351279,10
PRS1351284,16
PRS1351293,4
PRS1351294,0
PRS1351298,143
PRS1351300,34
PRS1351302,7
PRS1351306,0
PRS1351307,159
PRS1351308,0
PRS1351310,4
PRS1351312,0
PRS1351353,4
PRS1351354,54
PRS1351355,31
PRS1351359,450
PRS1351360,4
PRS1351364,0
PRS1351382,471
PRS1351408,48
PRS1351410,12
PRS1351411,13
PRS1351416,1
PRS1351422,15
PRS1351426,19
PRS1351427,40
PRS1351455,6
PRS1351460,372
PRS1351461,13
PRS1351462,2
PRS1351466,1
PRS1351475,1
PRS1351477,12
PRS1351481,19
PRS1351497,17
PRS1351503,21
PRS1351506,16
PRS1351517,4
PRS1351518,9
PRS1351521,10
PRS1351522,10
PRS1351523,17
PRS1351524,38
PRS1351525,19
PRS1351528,0
PRS1351529,31
PRS1351530,853
PRS1351531,9
PRS1351532,135
PRS1351533,56
PRS1351539,1256
PRS1351541,34
PRS1351561,21
PRS1351570,39
PRS1351594,17
PRS1351596,5
PRS1351597,0
PRS1351617,7
PRS1351619,9
PRS1351620,9
PRS1351621,40
PRS1351625,252
PRS1351626,63
PRS1351725,68
PRS1351739,0
PRS1351740,52
PRS1351741,8
PRS1351743,1
PRS1351744,36
PRS1351745,23
PRS1351746,109
PRS1351747,1
PRS1351748,46
PRS1351764,1520
PRS1351765,64
PRS1351771,5
PRS1351777,55
PRS1351779,1703
PRS1351786,21
PRS1351804,23
